uid,Dtb_number,manufacturer,name,combustor_description,type,bp_ratio,pr,rated_thrust,Data_status,Data_superseded_on,Superseded_by_UID,Test_engine_status,Data_corr_as_Annex_16,Current_engine_status,Current_engine_status_date,hc_to,hc_co,hc_app,hc_idle,HC_number_tests,HC_number_engines,HC_avg,HC_sig,HC_min,HC_max,HC_characteristic,HC_characteristic_pct,HC_LTO_mass,co_to,co_co,co_app,co_idle,CO_number_tests,CO_number_engines,CO_avg,CO_sig,CO_min,CO_max,CO_characteristic,CO_characteristic_pct,CO_LTO_mass,nox_to,nox_co,nox_app,nox_idle,NOx_number_tests,NOx_number_engines,NOx_avg,NOx_sig,NOx_min,NOx_max,NOx_characteristic,NOx_characteristic_pct_original,NOx_characteristic_pct_CAEP2,NOx_characteristic_pct_CAEP4,NOx_characteristic_pct_CAEP6,NOx_characteristic_pct_CAEP8,NOx_compliance,NOx_LTO_mass,sn_to,sn_co,sn_app,sn_idle,SN_number_tests,SN_number_engines,sn_max,SN_sig,SN_range_min,SN_range_max,SN_characteristic,SN_characteristic_pct,Fuel_spec,Fuel_HC_ratio_min,Fuel_HC_ratio_max,Fuel_arom_min,Fuel_arom_max,fuel_to,fuel_co,fuel_app,fuel_idle,Fuel_LTO_cycle,Load_extracted,Load_extraction_power,Load_stage_bleed_CF_pct,Load_stage_bleed_power,Ambient_pressure_min,Ambient_pressure_max,Ambient_temperature_min,Ambient_temperature_max,Ambient_humidity_min,Ambient_humidity_max,Test_organization,Test_location,Test_date_initial,Test_date_final,Compliance_fuel_venting,Remark_1,Remark_2,Remark_3,Remark_4,Remark_5,Remark_6,Remark_7,Remark_8,nvpm_to,nvpm_co,nvpm_app,nvpm_idle,nvpmnum_to,nvpmnum_co,nvpmnum_app,nvpmnum_idle,wikipedia_link
01P06AL029,6,Rolls-Royce Corporation,AE3007A1/1,Type 3 (reduced emissions),MTF,4.77,17.9,34.74,C,,,DTEPS,Yes,Out of production,,0.03,0.03,0.03,3.88,3,1,8.08,,,,12.44,63.5,280,0.74,0.55,6.8,40.07,3,1,88.9,,,,109.12,92.5,3088,16.1,14.01,7.12,4.17,3,1,38.38,,,,44.49,58.7,73.4,75.4,76.4,81.7,2.3.2 e),1333,0.01,0.01,0.01,0.01,3,1,0.01,,,,0.01,0,Jet A,1.9,1.9,16,20,0.3805,0.3163,0.1125,0.0459,156,0,,0,,98.9,99,291,301,0.009,0.012,Rolls-Royce Corporation,"Indianapolis, Indiana",09/06/2001,11/06/2001,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Data in this form for AE3007A1/1 engine fitted with reduced emissions combustor & PAB fuel nozzles,Results based on Rolls-Royce report EDR 19587,,,,,,48.28028469,39.75406735,12.73522152,25.67888996,6.75E+14,7.96E+14,1.24E+15,2.48E+15,
01P06AL030,6,Rolls-Royce Corporation,AE3007A1/3,Type 3 (reduced emissions),MTF,4.81,17.22,33.05,C,,,DTEPS,Yes,Out of production,,0.03,0.03,0.03,3.81,3,1,8.15,,,,12.55,64,269,0.5,0.5,7.62,38.47,3,1,88.3,,,,108.38,91.8,2919,15.42,13.49,6.93,4.27,3,1,37.66,,,,43.65,58.6,73.3,74.9,75.7,80.7,2.3.2 e),1245,0.01,0.01,0.01,0.01,3,1,0.01,,,,0.01,0,Jet A,1.9,1.9,16,20,0.3589,0.2999,0.1077,0.0449,151,0,,0,,98.9,99,291,301,0.009,0.012,Rolls-Royce Corporation,"Indianapolis, Indiana",09/06/2001,11/06/2001,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Data in this form for AE3007A1/3 engine fitted with reduced emissions combustor & PAB fuel nozzles,Results based on Rolls-Royce report EDR 19587,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,46.46984538,37.57767601,12.91338741,26.28982359,7.15E+14,8.19E+14,1.28E+15,2.57E+15,
01P06AL031,6,Rolls-Royce Corporation,AE3007A1P,Type 3 (reduced emissions),MTF,4.77,17.9,34.74,C,,,DTEPS,Yes,Out of production,,0.03,0.03,0.03,3.86,3,1,8.06,,,,12.41,63.3,280,0.74,0.55,6.79,39.97,3,1,88.88,,,,109.1,92.5,3087,16.1,14.01,7.12,4.17,3,1,38.41,,,,44.52,58.7,73.4,75.2,76.5,81.8,2.3.2 e),1334,0.01,0.01,0.01,0.01,3,1,0.01,,,,0.01,0,Jet A,1.9,1.9,16,20,0.3806,0.3163,0.1126,0.046,157,0,,0,,98.9,99,291,301,0.009,0.012,Rolls-Royce Corporation,"Indianapolis, Indiana",09/06/2001,11/06/2001,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Data in this form for AE3007A1P engine fitted with reduced emissions combustor & PAB fuel nozzles,Results based on Rolls-Royce report EDR 19587,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,48.28028469,39.75406735,12.73522152,25.67888996,6.75E+14,7.96E+14,1.24E+15,2.48E+15,
01P06AL032,6,Rolls-Royce Corporation,AE3007A1E,Type 3 (reduced emissions),MTF,4.72,19.06,37.16,C,,,DTEPS,Yes,Out of production,,0.03,0.03,0.03,3.52,3,1,7.1,,,,10.93,55.8,264,0.77,0.64,5.63,37.97,3,1,81.18,,,,99.64,84.4,3018,17.17,14.91,7.42,4.26,3,1,40.38,,,,46.81,59.9,74.9,77.6,78.9,84.8,2.3.2 e),1501,0.01,0.01,0.01,0.01,3,1,0.01,,,,0.01,0,Jet A,1.9,1.9,16,20,0.4122,0.3425,0.12,0.0475,165,0,,0,,98.9,99,291,301,0.009,0.012,Rolls-Royce Corporation,"Indianapolis, Indiana",09/06/2001,11/06/2001,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Data in this form for AE3007A1E engine fitted with reduced emissions combustor & PAB fuel nozzles,Results based on Rolls-Royce report EDR 19587,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,50.79974618,43.02324742,12.56536837,24.87400783,6.00E+14,7.52E+14,1.20E+15,2.37E+15,
01P10AL033,10,Rolls-Royce Corporation,AE3007A2,Type 3 (reduced emissions),MTF,4.79,20.2,42.23,C,,,DTEPS,Yes,,,0,0,0,1.71,3,1,3.45,,,,5.32,27.12,146,0.71,0.74,4.08,34.17,3,1,73.29,,,,89.96,76.24,3095,18.61,15.99,7.9,4.39,3,1,43.03,,,,49.88,62.04,77.55,81.66,83.78,90.8,2.3.2 e),1817,0.01,0.01,0.01,0.01,3,1,0.01,,,,0.01,0.04,Jet A,1.9,1.9,16,20,0.466,0.388,0.138,0.055,189,0,,0,,101.3,101.3,294,294,0.009,0.012,Rolls-Royce Corporation,"Indianapolis, Indiana",09/06/2001,11/06/2001,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Data in this form for AE3007A2 engine fitted with reduced emissions combustor & AB fuel nozzles,Results based on Rolls-Royce report EDRs 19587 and 22949,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,53.54362932,48.86687597,12.8093596,22.84634242,4.22E+14,6.28E+14,1.09E+15,2.11E+15,
01P06AL034,6,Rolls-Royce Corporation,AE3007A3,Type 3 (reduced emissions),MTF,4.72,17.2,33,C,,,DTEPS,Yes,Out of production,,0.03,0.03,0.03,4.1,3,1,8.75,,,,13.48,68.8,289,0.5,0.5,7.65,41.29,3,1,94.25,,,,115.69,98,3111,15.4,13.48,6.93,4.12,3,1,37.32,,,,43.26,58.1,72.7,74.3,75.1,80,2.3.2 e),1232,0.01,0.01,0.01,0.01,3,1,0.01,,,,0.01,0,Jet A,1.9,1.9,16,20,0.3583,0.2995,0.1076,0.0448,150,0,,0,,98.9,99,291,301,0.009,0.012,Rolls-Royce Corporation,"Indianapolis, Indiana",09/06/2001,11/06/2001,,For effectivity see Rolls-Royce Notice to Operators No. AE3007A-076,Data in this form for AE3007A3 engine fitted with reduced emissions combustor & PAB fuel nozzles,Results based on Rolls-Royce report EDR 19587,,,,,,46.46984538,37.57767601,12.91338741,26.28982359,7.15E+14,8.19E+14,1.28E+15,2.57E+15,
1AA001,1,Aviadvigatel,D-30 (Il series),,MTF,0.85,18.4,66.64,R,,,Other,,Out of production,,0.12,0.14,1.5,43.6,2,1,134.9,,,,207.8,1060,8992,2.7,3.2,14.5,60.3,2,1,209.9,,,,257.6,218.3,13989,19.1,16.3,7,3.6,2,1,65.1,,,,75.5,98.3,122.8,141.9,152.8,177.2,,4338,33,35,27,8,1,1,35,,,,45.1,170.3,TS-1,2,2,19.3,19.3,1.15,0.975,0.35,0.13,464,0,,0,,103,103,293,293,0.01048,0.01048,State Inst for Civ Aviation,"Sheremetjevo,  Moscow",03/08/1990,,,Data obtained on aircraft (Tu-134B),"In-service engine(s), tested after overhaul",,,,,,,,,,,,,,,
1AA002,1,Aviadvigatel,D-30KP-2,,MTF,2.2,19.45,117.6,R,,,Other,,Out of production,,0.7,0.8,2.7,13.3,7,4,41.4,8.6,,,47.2,241,4874,2.2,2.8,15.4,62.4,7,4,195,11.1,,,208.6,176.8,22932,16.5,13.5,6.3,3.3,7,4,47.1,6.6,,,49.5,62.7,78.4,98.8,112.2,140.4,,5510,17.5,19.5,16,6.5,1,1,19.5,,,,25.1,110.9,TS-1,2,2,19,19,1.67,1.42,0.49,0.21,703,0,,0,,102.7,103.1,284,289,0.00748,0.00748,State Inst for Civ Aviation,"Sheremetjevo,  Moscow",28/06/1990,,,Data obtained on aircraft (Il-76TD),"In-service engine(s), tested before overhaul",,,,,,,,,,,,,,,
1AA003,1,Aviadvigatel,D-30KU,,MTF,2.35,17.4,112.7,R,,,Other,,Out of production,,0.3,0.4,1.2,10.5,5,5,33.3,6.55,,,37.4,191,3753,2.8,3.7,11.8,54,5,5,180.5,33.4,,,191.7,162.5,20341,16.3,12.6,5.1,2.7,5,5,41.9,3.15,,,43.8,58.6,73.2,93.5,106.3,135.3,,4720,,,,,1,1,22.9,,,,29.5,128.7,TS-1,2,2,18.6,18.6,1.52,1.3,0.5,0.215,691,0,,0,,102.6,102.7,292,294,0.00788,0.00788,State Inst for Civ Aviation,"Sheremetjevo,  Moscow",19/07/1989,,,Data obtained on aircraft (Il-62M),"In-service engine(s), tested after overhaul",,,,,,,,,,,,,,,
1AA004,1,Aviadvigatel,D-30KU-154,,MTF,2.3,17,107.5,R,,,Other,,Out of production,,0.4,0.5,1.9,12.7,2,2,40.8,5,,,53.1,270.9,4389,3,3.6,18.2,77.7,2,2,257,21.8,,,292.8,248.1,27627,14.5,11.6,5.1,2.9,2,2,36.7,2.5,,,40.4,54.5,68.2,87.4,99.3,127,,4000,,,,,,,,,,,,,TS-1,2,2,18,18,1.42,1.1,0.42,0.207,629,0,,0,,102.3,102.6,289,291,0.01119,0.01119,State Inst for Civ Aviation,"Sheremetjevo,  Moscow",04/07/1989,,,Data obtained on aircraft (Tu-154M),"In-service engine(s), tested before overhaul",,,,,,,,,,,,,,,
1AA005,1,Aviadvigatel,PS-90A,,MTF,5,30.85,156.9,C,,,NME,Yes,Out of production,,0.12,0.12,0.2,0.3,3,1,0.9,,,,1.4,7.1,138,0.35,0.4,0.9,6.9,3,1,13.6,,,,16.7,14.1,2123,37,31.5,11.8,5.8,3,1,74.2,,,,86,84.6,105.7,125.2,141.8,166,,11648,,,,,3,1,13,,,,16.7,80,TS-1,2,2,19,19,1.739,1.431,0.489,0.178,657,0,,0,,102.9,104,281,285,0.00348,0.00607,AO 'Aviadgatel',Perm City,17/04/1989,18/04/1989,,For aircraft Il-96 and Tu-204,,,,,,,,,,,,,,,,
13AA006,13,Aviadvigatel,PS-90A,94-03-809,MTF,4.48,30.8,154.6,C,,,NME/DTEPS,Yes,,,0.1,0.13,0.79,1.32,4,4,3.04,,1.64,6.61,4.66,23.78,470.2,0.41,0.45,1.2,15.18,4,4,27.27,,25.44,30.3,32.98,27.95,4216.1,30.52,23.33,8.96,4.92,4,4,53.6,,52.25,54.81,57.39,56.49,70.61,83.66,94.77,110.96,2.3.2 d),8287,6.75,7.82,5.06,0.23,4,4,7.82,,6.835,9.37,8.6,40.94,TS-1,1.95,1.95,14.9,14.9,1.532,1.279,0.511,0.1675,617.112,0,,0,,97.84,98.68,289.2,294.8,0.00595,0.01297,OJSC Aviadgatel,Perm City,05/07/2007,30/08/2007,,"NOx levels in accordance with Part III, Chapter 2, 2.3.2 d) (CAEP/6)",,,,,,,,,,,,,,,,
13AA007,13,Aviadvigatel,PS-90A1,194-03-800,MTF,4.36,33.79,169.7,C,,,NME/DTEPS,Yes,,,0.1,0.1,0.16,0.72,4,4,1.42,,1.4,1.46,1.62,8.27,240.7,0.38,0.4,1.07,12.91,4,4,22.03,,21.1,23.17,23.57,19.97,3739.1,35.69,26.68,9.88,4.92,4,4,58.04,,55.71,60.94,60.99,56.69,70.87,81.78,91.66,105.7,2.3.2 d),9847.1,14.1,16.005,13.17,0.56,4,4,16.005,,15.31,17.12,18.77,91.65,TS-1,1.95,1.95,14.9,14.9,1.654,1.354,0.533,0.174,647.556,0,,0,,97.84,100.75,284,297.5,0.00595,0.01015,OJSC Aviadgatel,Perm City,05/07/2007,22/09/2007,,"NOx levels in accordance with Part III, Chapter 2, 2.3.2 d) (CAEP/6)",,,,,,,,,,,,,,,,
13AA008,13,Aviadvigatel,PS-90A2,93-03-800,MTF,4.32,31.23,156.95,C,,,NME,Yes,,,0.11,0.14,0.21,2.88,3,2,5.23,0,4.98,5.55,6.8,34.7,820,0.44,0.65,1.91,16.79,3,2,30.76,0,28.46,31.84,35.1,29.7,4825,32.7,25.52,9.31,4.3,3,2,50.34,0,46.7,53.6,55.4,54.5,68.1,80.7,91.7,105.4,2.3.2 d),7902,15.45,16.24,12.12,1.17,3,2,16.24,0,14.75,17.96,17.6,0.8,TS-1,1.95,1.95,14.3,14.3,1.38,1.117,0.491,0.171,590,0,,0,,97.8,101,275,297.5,0.00267,0.0129,OJSC Aviadgatel,Perm City,05/06/2006,27/06/2006,,"NOx levels in accordance with Part III, Chapter 2, 2.3.2 d) (CAEP/6)",,,,,,,,,,,,,,,,
3BR001,3,Rolls-Royce Deutschland,BR700-710A1-10,,MTF,4.2,24.31,65.61,C,,,DTEPS,Yes,Out of production,,0,0.03,0.04,1.98,3,1,4.29,,3.83,5.03,6.6,33.7,279,0.52,0.66,4.24,26.09,3,1,59.85,,57.89,63.69,73.5,62.3,3913,17.07,13.93,8.2,4,3,1,39.32,,38.09,40.51,45.6,51.5,64.3,72.6,78,88.4,,2576,11.03,8.69,0,0.17,3,1,11.03,,10.18,11.87,14.2,53.4,AVTUR,1.94,1.94,16.5,16.5,0.707,0.588,0.22,0.089,299,0,,0,,101.5,102.1,291.2,300.3,0.0074,0.0087,BMW Rolls-Royce GmbH,Dahlewitz,05/06/1996,06/06/1996,,Data from certification report E-TR403/96-(FR) ISS02,,,,,,,,,,,,,,,,
4BR008,4,Rolls-Royce Deutschland,BR700-710A1-10,,MTF,4.2,24.23,65.61,C,,,DTEPS,Yes,Out of production,,0.02,0.02,0.05,1.09,3,1,2.37,,2.13,2.63,3.7,18.6,156,1.04,0.93,4.78,27.82,3,1,64.26,,63.75,65.02,78.9,66.8,4212,18.79,15.07,7.68,4.69,3,1,42.52,,41.84,42.94,49.3,55.7,69.7,78.6,84.5,95.8,2.3.2 e),2790,13.99,11.92,0.29,0.56,3,1,13.99,,12.64,15.18,18,67.8,AVTUR,1.89,1.92,16.4,18,0.713,0.594,0.214,0.089,299,0,,0,,100.9,101.2,282.9,286.7,0.0064,0.0087,BMW Rolls-Royce GmbH,Dahlewitz,19/10/1996,20/10/1996,,Data from Certification report E-TR825/96-(FR) ISS01.,For Gulfstream V application,,,,,,,,,,,,,,,
4BR009,4,Rolls-Royce Deutschland,BR700-710A2-20,,MTF,4.19,24.16,65.61,C,Yes,01P04BR013,DTEPS,Yes,,,0.02,0.02,0.05,1.12,3,1,2.44,,2.19,2.7,3.8,19.2,160,1.04,0.93,4.81,28,3,1,64.82,,64.31,65.59,79.6,67.4,4239,18.73,15.03,7.67,4.67,3,1,42.49,,41.81,42.91,49.3,55.8,69.7,78.7,84.6,96,2.3.2 e),2784,13.96,11.87,0.27,0.57,3,1,13.96,,12.6,15.15,18,67.6,AVTUR,1.89,1.92,16.4,18,0.714,0.595,0.214,0.089,299,0,,0,,100.9,101.2,282.9,286.7,0.0064,0.0087,BMW Rolls-Royce GmbH,Dahlewitz,19/10/1996,20/10/1996,,Data from Certification report E-TR853/96-(FR) ISS01.,For Canadair Global Express application,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,,,,,,,,
6BR010,6,Rolls-Royce Deutschland,BR700-710C4-11,Annular,MTF,4.05,24.95,68.77,C,Yes,01P06BR014,DTEPS,Yes,,,0.02,0.02,0.05,2.29,3,1,4.36,,4.19,4.47,6.7,34.2,301,1.04,0.92,4.92,31.57,3,1,64.37,,63.78,64.19,79,67,4449,19.52,15.43,7.71,4.5,3,1,41.41,,40.63,41.9,48,53.4,66.7,76,82.2,93.7,2.3.2 e),2850,14.34,12.36,0.35,0.45,3,1,14.34,,13.08,14.37,18.46,70.4,AVTUR,1.89,1.89,16.4,18,0.747,0.617,0.215,0.083,294,0,,0,,100.9,101.2,282.9,286.7,0.0064,0.0087,BMW Rolls-Royce GmbH,Dahlewitz,19/10/1996,20/10/1996,,Certification report E-TR554/01 - (FR) - 01,For Gulfstream G550 appliaction,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,,,,,,,,
4BR002,4,Rolls-Royce Deutschland,BR700-715A1-30,,MTF,4.66,28.98,84.16,C,,,DTEPS,Yes,Out of production,,0,0.02,0.01,0.21,3,1,0.39,,0.32,0.47,0.6,3.1,34,0.78,0.75,3.76,16.27,3,1,32.64,,31.93,33.86,40.1,33.9,2753,23.97,18.65,11.19,5.37,3,1,47.54,,47.19,48.08,55.1,56.3,70.3,82.9,93.2,108.7,,4002,3.24,2.73,0.97,0.91,3,1,3.24,,3.04,3.4,4.2,16.8,AVTUR,1.89,1.89,17.7,17.7,0.836,0.69,0.245,0.096,335,0,,0,,101.3,101.9,288.8,294.4,0.0066,0.0079,BMW Rolls-Royce GmbH,Dahlewitz,07/05/1998,08/05/1998,,Data from Certification Report E-TR484/98 (FR) ISS00,,,,,,,,,,,,,,,,
4BR005,4,Rolls-Royce Deutschland,BR700-715A1-30,Improved fuel injector,MTF,4.68,28.75,83.23,C,,,DTEPS,Yes,Out of production,,0.05,0.06,0.02,0.11,3,1,0.32,,0.03,0.66,0.5,2.5,25,0.66,0.63,4.05,19.72,3,1,40.83,,40.21,41.37,50.1,42.5,3390,20.97,16.43,8.75,3.95,3,1,40.17,,39.09,41.16,46.6,47.8,59.7,70.3,78.7,91.8,,3340,4.33,3.96,0.77,0.11,3,1,4.33,,3.85,4.74,5.6,22.4,AVTUR,1.93,1.93,16.6,16.6,0.831,0.686,0.24,0.1,339,0,,0,,100.9,101.3,294.4,297.2,0.0072,0.0075,BMW Rolls-Royce GmbH,Dahlewitz,29/06/1999,,,Data from certification report E-TR346/99 (FR) ISS00.,Incorporating improved fuel injector.,,,,,,,,,,,,,,,
4BR003,4,Rolls-Royce Deutschland,BR700-715B1-30,,MTF,4.6,30.47,89.68,C,,,DTEPS,Yes,Out of production,,0,0.01,0,0.17,3,1,0.3,,0.24,0.37,0.5,2.3,27,0.78,0.76,3.38,15.56,3,1,30.08,,29.44,31.21,36.9,31.3,2693,27.21,20.34,11.38,5.54,3,1,51.1,,50.79,51.54,59.2,58.7,73.3,87.2,98.9,115.9,,4583,3.55,2.9,1.03,0.89,3,1,3.55,,3.24,3.8,4.6,18.9,AVTUR,1.89,1.89,17.7,17.7,0.905,0.743,0.259,0.098,351,0,,0,,101.3,101.9,288.8,294.4,0.0066,0.0079,BMW Rolls-Royce GmbH,Dahlewitz,07/05/1998,08/05/1998,,Data from Certification Report E-TR484/98 (FR) ISS00,,,,,,,,,,,,,,,,
4BR006,4,Rolls-Royce Deutschland,BR700-715B1-30,Improved fuel injector,MTF,4.6,30.58,89.68,C,,,DTEPS,Yes,Out of production,,0.03,0.06,0.02,0.07,3,1,0.23,,0.03,0.45,0.4,1.8,20,0.72,0.63,3.59,18.6,3,1,36.85,,36.28,37.42,45.2,38.3,3300,24.28,18.27,9.01,4.14,3,1,44.14,,43,45.23,51.2,50.6,63.2,75.1,85.1,99.8,,3958,4.56,4.13,0.96,0.07,3,1,4.56,,4.16,5,5.9,24.1,AVTUR,1.93,1.93,16.6,16.6,0.91,0.75,0.257,0.103,360,0,,0,,100.9,101.3,294.4,297.2,0.0072,0.0075,BMW Rolls-Royce GmbH,Dahlewitz,29/06/1999,,,Data from certification report E-TR346/99 (FR) ISS00.,Incorporating improved fuel injector.,,,,,,,,,,,,,,,
4BR004,4,Rolls-Royce Deutschland,BR700-715C1-30,,MTF,4.55,32.01,95.33,C,,,DTEPS,Yes,Out of production,,0,0,0,0.14,3,1,0.23,,0.17,0.29,0.4,1.8,22,0.75,0.78,3.06,14.86,3,1,27.77,,27.22,28.85,34.1,28.9,2655,31.39,22.41,11.55,5.72,3,1,55.71,,55.26,56.04,64.6,62.1,77.6,90.9,102.5,119.3,,5314,3.98,3.09,1.09,0.87,3,1,3.98,,3.61,4.26,5.1,21.3,AVTUR,1.89,1.89,17.7,17.7,0.98,0.799,0.273,0.101,370,0,,0,,101.3,101.9,288.8,294.4,0.0066,0.0079,BMW Rolls-Royce GmbH,Dahlewitz,07/05/1998,08/05/1998,,Data from Certification Report E-TR484/98 (FR) ISS00,,,,,,,,,,,,,,,,
4BR007,4,Rolls-Royce Deutschland,BR700-715C1-30,Improved fuel injector,MTF,4.54,32.15,95.33,C,,,DTEPS,Yes,Out of production,,0.01,0.06,0.02,0.06,3,1,0.18,,0.02,0.34,0.3,1.4,18,0.8,0.64,3.23,17.85,3,1,34.04,,33.51,34.63,41.8,35.4,3236,27.92,20.05,9.23,4.28,3,1,48.13,,46.96,49.29,55.8,53.5,66.9,78.2,88.2,102.5,,4588,4.86,4.26,1.12,0.04,3,1,4.86,,4.62,5.28,6.3,26.1,AVTUR,1.93,1.93,16.6,16.6,0.984,0.805,0.272,0.105,377,0,,0,,100.9,101.3,294.4,297.2,0.0072,0.0075,BMW Rolls-Royce GmbH,Dahlewitz,29/06/1999,,,Data from certification report E-TR346/99 (FR) ISS00.,Incorporating improved fuel injector.,,,,,,,,,,,,,,,
11BR011,11,Rolls-Royce Deutschland,BR700-725A1-12,Z-ring,MTF,4.35,26.16,75.7,C,Yes,01P11BR016,DTEPS,Yes,,,0,0,0,3,3,1,5.25,0.574,4.6,5.6,8.1,41.3,398,0.4,0.32,5.93,41.9,3,1,77.9,1.645,76.1,79.2,95.7,81.1,5899,16.92,13.32,7.81,3.38,3,1,33.9,2.525,31.2,36.2,39.3,42.6,53.2,61.7,67.9,78.3,,2565,4.15,4.46,0,0.15,3,1,4.47,0.348,4.3,4.9,5.8,22.5,Def. Stan. 91-92,1.94,1.94,18,18,0.789,0.65,0.221,0.085,304.578,0,,0,,100.5,101,294.7,297.9,0.0076,0.00815,Rolls-Royce Deutschland,Dahlewitz,06/08/2008,06/08/2008,,Data from Certification Report O-TR0053/12-ISS02.,"Certification in accordance with Part III, Chapter 2, of Amendment 6 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 d) (CAEP/6)",,,,,,,,,,,,,,
20BR012,20,Rolls-Royce Deutschland,BR700-710D5-21,Phase5 Tiled,MTF,4.62,33.14,68.43,C,Yes,01P20BR015,DTEPS,Yes,,,0.02,0,0.01,2.13,5,3,3.87,2.42,1.8,6.5,4.52,23.05,265,0.32,0.63,2.84,34.97,5,3,66.23,11.76,54.9,78.4,71.64,60.71,4533,26.63,20.2,9.11,3.07,5,3,45.04,0.61,44.4,45.6,47.71,44.89,56.11,61.84,66.47,73.87,2.3.2 e),3082,2.85,3.54,1.92,1.7,5,3,3.94,1.39,2.4,5,4.33,16.5,,1.938,1.938,15.36,15.36,0.682,0.564,0.197,0.08,275,0,,0,,100.4,102,279.9,287.8,0.00539,0.00777,Rolls-Royce Deutschland,Dahlewitz,29/03/2017,08/11/2018,,Data from Certification Report EDNS 01000729874,"Certification in accordance with Part III, Chapter 2, of Amendment 8 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,,,,,,,,,,
01P04BR013,4,Rolls-Royce Deutschland,BR700-710A2-20,,MTF,4.19,24.16,65.61,C,,,DTEPS,Yes,,,0.02,0.02,0.05,1.12,3,1,2.44,,2.19,2.7,3.8,19.2,160,1.04,0.93,4.81,28,3,1,64.82,,64.31,65.59,79.6,67.4,4239,18.73,15.03,7.67,4.67,3,1,42.49,,41.81,42.91,49.3,55.8,69.7,78.7,84.6,96,2.3.2 e),2784,13.96,11.87,0.27,0.57,3,1,13.96,,12.6,15.15,18,67.6,AVTUR,1.89,1.92,16.4,18,0.714,0.595,0.214,0.089,299,0,,0,,100.9,101.2,282.9,286.7,0.0064,0.0087,BMW Rolls-Royce GmbH,Dahlewitz,19/10/1996,20/10/1996,,Data from Certification report E-TR853/96-(FR) ISS01.,For Canadair Global Express application,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,667.9567528,627.7372501,7.806887023,15.51030597,6.33E+15,9.86E+15,2.55E+15,3.45E+15,
01P06BR014,6,Rolls-Royce Deutschland,BR700-710C4-11,Annular,MTF,4.05,24.95,68.77,C,,,DTEPS,Yes,,,0.02,0.02,0.05,2.29,3,1,4.36,,4.19,4.47,6.7,34.2,301,1.04,0.92,4.92,31.57,3,1,64.37,,63.78,64.19,79,67,4449,19.52,15.43,7.71,4.5,3,1,41.41,,40.63,41.9,48,53.4,66.7,76,82.2,93.7,2.3.2 e),2850,14.34,12.36,0.35,0.45,3,1,14.34,,13.08,14.37,18.46,70.4,AVTUR,1.89,1.89,16.4,18,0.747,0.617,0.215,0.083,294,0,,0,,100.9,101.2,282.9,286.7,0.0064,0.0087,BMW Rolls-Royce GmbH,Dahlewitz,19/10/1996,20/10/1996,,Certification report E-TR554/01 - (FR) - 01,For Gulfstream G550 appliaction,"Certification in accordance with Part III, Chapter 2, of Amendment 7 of ICAO Annex 16 Vol. II.","NOx levels in accordance with Part III, Chapter 2, 2.3.2 e) (CAEP/8)",,,,,659.7050292,650.2015521,11.38966776,13.92242903,5.81E+15,9.04E+15,2.80E+15,3.29E+15,
